doi,source_pdf,title,abstract,material,substrate,electrolyte,overpotential_mV,current_density,confidence,extraction_note,anchor_found,anchor_sentence
10.1038/s41467-025-64346-6,Crystallinity-dependent_structural_evolution_of_CoS2catalyst.pdf,Crystallinity-dependent structural evolution,"Transition metal sulﬁdes (TMSs) are promising catalysts for water oxidation due to their unique electronic properties, but their application is limited by structural instability during the oxygen evolution reaction (OER). The speciﬁc mechanisms by which crystallinity variations in TMSs inﬂuence their structural evolution and catalytic performance remain poorly understood. Here, we investigate the structural evolution of CoS2 catalysts with varying crystallinities and their effect on the OER. In-situ characterization and density functional theory (DFT) calculations reveal that lower crystallinity enables rapid equilibrium among surface sulfur-oxygen exchange, metal site activation, and oxygen intermediate evolution, enhancing the transformation of bulk phase into small amounts of sulfur-stabilized oxyhydroxide and improving OER performance. Conversely, moderate crystallinity leads to self-corrosion and progressive structure collapse from the exterior inward, resulting in deactivation. This work highlights the potential of crystallinity control in optimizing the electronic states and catalytic behavior of water oxidation catalysts. Electrocatalytic overall water splitting technologies, powered by renewable electricity to produce green hydrogen, are essential for addressing environmental concerns and meeting the growing global",RC69,mesh,1 M KOH,276,10,1.0,complete,True,"Comparison of the electrocatalytic activity and stability of catalysts OER performances of catalysts were evaluated by linear sweep voltam- metry (LSV) with corresponding Tafel plots. RC69% exhibits the lowest overpotential of 276 mV to reach a geometric area normalized current density of 10 mA cm−2, followed by RC83%, while RC76% demonstrates the least favorable performance (Supplementary Fig."
10.1038/s41467-024-47568-y,Electric-field-assisted_proton_coupling_enhanced_oxygen_evol.pdf,Electric-ﬁeld-assisted proton coupling enhanced oxygen evolution reaction,"The discovery of Mn-Ca complex in photosystem II stimulates research of manganese-based catalysts for oxygen evolution reaction (OER). However, conventional chemical strategies face challenges in regulating the four electron-proton processes of OER. Herein, we investigate alpha-manganese dioxide (α-MnO2) with typical MnIV-O-MnIII-HxO motifs as a model for adjusting proton coupling. We reveal that pre-equilibrium proton-coupled redox transition provides an adjustable energy proﬁle for OER, paving the way for in-situ enhancing proton coupling through a new “reagent”— external electric ﬁeld. Based on the α-MnO2 single-nanowire device, gate voltage induces a 4-fold increase in OER current density at 1.7 V versus reversible hydrogen electrode. Moreover, the proof-of-principle external electric ﬁeld-assisted ﬂow cell for water splitting demonstrates a 34% increase in current density and a 44.7 mW/cm² increase in net output power. These ﬁndings indicate an indepth understanding of the role of proton-incorporated redox transition and develop practical approach for high-efﬁciency electrocatalysis. Oxygen evolution reaction (OER) is one of the most common reactions for molecular oxygen formation. Owing to its high energy barrier and sluggish reaction kinetics, OER becomes the rate-determining step in many biologic and chemical",MnO2,glassy carbon,1 M KOH,440,100,1.0,nonstandard_current_density,True,"3b, we tested the anodic polarisation curves of individual α-MnO2 nanowire under different gate voltages. The pristine α-MnO2 displays a moderate overpotential, 440 mV at 100 mA/cm2."
10.1038/s41467-019-12886-z,Dynamic_oxygen_adsorption_on_single-atomic_Ruthenium_catalys.pdf,OPEN,"Achieving active and stable oxygen evolution reaction (OER) in acid media based on singleatom catalysts is highly promising for cost-effective and sustainable energy supply in proton electrolyte membrane electrolyzers. Here, we report an atomically dispersed Ru1-N4 site anchored on nitrogen-carbon support (Ru-N-C) as an efﬁcient and durable electrocatalyst for acidic OER. The single-atom Ru-N-C catalyst delivers an exceptionally intrinsic activity,",PEMWE3,foil,0.5 M H2SO4,300,10,1.0,complete,True,"the anodic side still suffers from slow reaction kinetics and poor stability in acidic environment, becoming the main bottleneck of practical imple- mentation of PEMWE3–5. Despite great efforts been devoted toward exploring various acidic OER catalysts, considerably large overpotential (>300 mV at 10 mA cm−2) is usually required to drive reaction6,7."
10.1038/s41560-024-01674-9,Topological_semimetals_with_intrinsic_chirality_as_spin-cont.pdf,Topological semimetals with intrinsic chirality as spin-controlling electrocatalysts for the oxygen evolution reaction,"Electrocatalytic water splitting is a promising approach for clean hydrogen production, but the process is hindered by the sluggish kinetics of the anodic oxygen evolution reaction (OER) owing to the spin-dependent electron transfer process. Efforts to control spin through chirality and magnetization have shown potential in enhancing OER performance. Here we harnessed the potential of topological chiral semimetals (RhSi, RhSn and RhBiS) and their spin-polarized Fermi surfaces to promote the spin-dependent electron transfer in the OER, addressing the traditional volcano-plot limitations. We show that OER activities follow the t­re­nd R­hS­i < RhSn < RhBiS, corresponding to the increasing extent of spin–orbit coupling (SOC). The chiral single crystals outperform achiral counterparts",RhBiS,foil,1 M KOH,135,10,1.0,complete,True,"V) exceeds that of RuO2 by more than two orders of magnitude. Further enhanced OER catalytic activities can be achieved by increasing the electrochemical surface area (ECSA) of the chiral catalysts, with the polycrystalline RhBiS particle-based electrode exhibiting an overpotential of 135 mV at 10 mA cm–2."
10.1038/s41467-021-27788-2,3D_atomic-scale_imaging_of_mixed_Co-Fe_spinel_oxide_nanopart.pdf,OPEN,"The three-dimensional (3D) distribution of individual atoms on the surface of catalyst nanoparticles plays a vital role in their activity and stability. Optimising the performance of electrocatalysts requires atomic-scale information, but it is difﬁcult to obtain. Here, we use",The three-dimensional (3D) distribution,glassy carbon,1.0 M KOH,,,0.55,material_without_anchor,False,
10.1038/s41467-025-65807-8,Microbial-vulcanized_organic-inorganic_dual-modulated_cobalt.pdf,Microbial-vulcanized organic-inorganic dual-modulated cobalt hydroxide for oxygen evolution reaction,"Developing efﬁcient chemical modiﬁcation technologies for upgrading classic non-noble metal based electrocatalysts to further meet the demands of practical water electrolysis industry is of vital challenge. Here, we propose an organic-inorganic dual-modulation strategy to construct a cobalt hydroxide-",Microbial-vulcanized organic-inorganic dual-modulated cobalt hydroxide,foam,1.0 M KOH,,,0.55,material_without_anchor,False,
10.1038/s41560-022-01083-w,Size_effects_and_active_state_formation_of_cobalt_oxide_nano.pdf,"1Department of Interface Science, Fritz Haber Institute of the Max Planck Society, Berlin, Germany. 2Department of Inorganic Chemistry, Fritz Haber","Monitoring the evolution of the surface structure during electrocatalysis is highly desirable. However, surface-sensitive operando spectroscopy methods such as X-ray photoelectron spectroscopy (XPS) are still technically challenging14. The current mechanistic knowledge highlights the importance of the (near) surface structural adaptations and the oxygen chemistry for accommodating the",,glassy carbon,0.1 M KOH,,,0.3,missing_anchor,False,
10.1038/s41467-020-15925-2,Voltage-_and_time-dependent_valence_state_transition_in_coba.pdf,OPEN,"The ability to determine the electronic structure of catalysts during electrochemical reactions is highly important for identiﬁcation of the active sites and the reaction mechanism. Here we successfully applied soft X-ray spectroscopy to follow in operando the valence and spin state of the Co ions in Li2Co2O4 under oxygen evolution reaction (OER) conditions. We have observed that a substantial fraction of the Co ions undergo a voltage-dependent and timedependent valence state transition from Co3+ to Co4+ accompanied by spontaneous delithiation, whereas the edge-shared Co–O network and spin state of the Co ions remain unchanged. Density functional theory calculations indicate that the highly oxidized Co4+ site, rather than the Co3+ site or the oxygen vacancy site, is mainly responsible for the high OER activity.",Li2Co2O4,carbon paper,1.0 M KOH,,,0.55,material_without_anchor,False,
10.1038/s41467-025-58570-3,Strain_heterogeneity_in_RuO2for_efficient_acidic_oxygen_evol.pdf,Strain heterogeneity in RuO2 for efﬁcient acidic oxygen evolution reaction in proton exchange membrane water electrolysis,"Developing acid-stable and active ruthenium dioxide (RuO2) catalysts for the oxygen evolution reaction (OER) is crucial for facilitating the large-scale applications of proton exchange membrane water electrolysis (PEMWE) for hydrogen production. Here, we propose a strain heterogeneity engineering",Pt-RuO2,foil,0.5 M H2SO4,215,10,1.0,complete,True,"As shown in Fig. 4a, the Pt-RuO2 catalyst exhibited an over- potential of 215 mV at the current density of 10 mA cm−2, much lower than that of undoped RuO2 (250 mV) and commercial RuO2 (270 mV)."
10.1038/s41467-025-61763-5,High-entropy_RuO2catalyst_with_dual-site_oxide_path_for_dura.pdf,High-entropy RuO2 catalyst with dual-site oxide path for durable acidic oxygen evolution reaction,Developing durable acidic oxygen evolution reaction catalysts is critical for industrial proton exchange membrane water electrolyzers. We incorporate,RuO2-HEAE,foil,0.1 M HCLO4,201,10,1.0,complete,True,"These investigations showcase how the high entropy atomic environment in RuO2 enhances the durability of Ru and oxygen, thereby improving the durability of the OER process. Additionally, the RuO2-HEAE catalyst exhibits heightened activity, demanding a mere overpotential of 201 mV@10 mA cm−2 and a cell voltage of 1.60 V to deliver high current density of 1 A cm−2 in PEMWE systems."
